"","Date","MinTemp","MaxTemp","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"150871",2010-02-28,25,30.9,6.4,0.2,"WNW",74,"WNW","WNW",33,46,87,83,1007,1005.5,8,8,28.1,27.9,"Yes","Yes"
"150872",2010-03-01,24.6,31.6,4.6,1.9,"WNW",59,"W","W",20,31,83,75,1008.9,1005.9,8,7,28.4,30.6,"Yes","Yes"
"150873",2010-03-02,25.2,29.4,4.6,0.1,"W",33,"S","E",15,11,94,88,1008.5,1006.6,7,7,26.5,26.9,"Yes","Yes"
"150874",2010-03-03,25.2,33,2.8,11.2,"WNW",33,"S","WNW",13,22,80,65,1009.8,1005.9,7,5,28.5,32.4,"Yes","No"
"150875",2010-03-04,25.4,32.4,5.2,10.5,"NW",31,"WNW","WNW",7,20,77,63,1010,1008,7,7,29.5,31.9,"No","No"
"150876",2010-03-05,26.2,33.3,6.4,9.9,"SSE",30,NA,"WNW",0,20,78,59,1011.4,1008.3,7,5,29.6,32.7,"No","No"
"150877",2010-03-06,25.7,33.3,6.6,10.7,"SE",31,"SW","WNW",13,24,81,61,1012.2,1009.3,4,7,29.6,32.6,"No","No"
"150878",2010-03-07,25.6,33.2,6.2,8.7,"E",44,"W","WNW",11,30,76,63,1010.9,1008,6,6,30.2,32.5,"No","No"
"150879",2010-03-08,25.7,33.8,8,9.5,"ESE",33,"WNW","WNW",13,19,78,63,1011.5,1008.4,7,7,30.2,33.1,"No","No"
"150880",2010-03-09,25,35,7.2,8.2,"ENE",50,"SE","NW",9,19,70,50,1012.7,1009.9,7,3,28.2,33.5,"No","Yes"
"150881",2010-03-10,24.7,33.6,5.8,10.6,"W",26,"S","WNW",13,17,70,56,1013.6,1010.5,1,3,28.6,32.8,"Yes","No"
"150882",2010-03-11,25.3,33.5,6.2,9.8,"NE",30,"E","WNW",6,13,70,59,1014.3,1010.9,4,5,29.4,32.2,"No","No"
"150883",2010-03-12,25.4,35.4,6.6,11,"SSW",30,"SSW","SSE",17,15,66,34,1014.9,1011.2,2,5,29.3,35.3,"No","No"
"150884",2010-03-13,25.6,33.2,6.8,7.7,"NE",43,"ESE","NE",17,19,76,57,1013,1009.6,2,7,28.6,32.3,"No","Yes"
"150885",2010-03-14,24.1,31.5,6.6,4.8,"ENE",30,"E","NE",11,17,90,64,1011.4,1007.8,7,7,26.3,30.7,"Yes","No"
"150886",2010-03-15,24.8,33.5,4.8,9.6,"ESE",33,"SE","E",13,17,75,49,1011.5,1008.1,1,5,27.8,32.5,"No","No"
"150887",2010-03-16,26,33.4,6.8,7.6,"N",33,"ESE","N",11,20,81,61,1011.5,1007.6,6,5,28.2,32.2,"No","No"
"150888",2010-03-17,26,34.1,5.6,8.3,"NNE",31,"ENE","NW",4,19,74,72,1012.2,1008.9,7,7,28.9,30.6,"No","Yes"
"150889",2010-03-18,26.8,34.6,4.4,10.3,"E",41,"ESE","SSW",15,19,68,38,1012.2,1008.4,6,7,29.6,34,"Yes","No"
"150890",2010-03-19,25.4,32.7,7,7.1,"SE",57,"SW","NNW",7,17,71,74,1010.6,1007.6,7,7,30,29.2,"No","Yes"
"150891",2010-03-20,25,32.7,6.2,4,"ENE",30,"ENE","WNW",20,11,84,59,1010.8,1007.4,7,7,26.7,31.9,"Yes","No"
"150892",2010-03-21,25.5,32.2,4,7.8,"ENE",30,"SSW","N",6,17,73,74,1010,1006.6,7,7,29.9,29.4,"No","Yes"
"150893",2010-03-22,24.9,33.2,5,8.8,"ESE",35,"N","WNW",9,20,70,60,1009.4,1006.2,7,5,29,32.2,"Yes","No"
"150894",2010-03-23,25.3,33.6,5.8,9.2,"ESE",52,"WSW","WSW",11,19,75,84,1008.4,1004.9,7,6,30.1,27.9,"No","Yes"
"150895",2010-03-24,24.4,33.5,5.6,8.1,"E",43,"E","WNW",11,17,78,65,1008.9,1006,6,7,29.2,31.6,"Yes","Yes"
"150896",2010-03-25,25.6,33.1,3.8,10.3,"ESE",57,"SE","ENE",26,15,79,56,1008.9,1005.5,6,7,27.7,32.8,"Yes","Yes"
"150897",2010-03-26,23.4,34.4,6.6,9.2,"SE",39,"S","ESE",15,15,76,45,1009.1,1005.2,6,7,29.1,33.5,"Yes","No"
"150898",2010-03-27,26.2,34,6.8,10.1,"ESE",59,"SSE","SSE",22,13,69,52,1008.4,1004.9,6,7,28.7,33.2,"No","Yes"
"150899",2010-03-28,24,33.8,8.6,9.2,"S",31,"S","W",17,19,78,57,1007.9,1004.5,7,7,28.7,33.4,"Yes","No"
"150900",2010-03-29,27.5,35,5.2,7.9,"SSW",48,"S","W",15,28,81,67,1007.9,1004.8,7,7,30,32.5,"No","Yes"
"150901",2010-03-30,25.8,33.4,8.2,6.5,"E",57,"SW","W",13,22,88,65,1008,1004.5,7,7,28,31.9,"Yes","Yes"
"150902",2010-03-31,23.7,33.2,7.8,8.7,"S",39,"S","S",28,15,71,52,1007.4,1004.4,7,5,28.6,32.5,"Yes","No"
"150903",2010-04-01,23.7,33.5,6.4,10.6,"SSE",39,"SSE","SSW",17,17,59,44,1008.7,1005.1,5,7,28.4,32.5,"No","No"
"150904",2010-04-02,26,33.1,6.4,5.3,"NW",48,"SSW","W",13,26,75,80,1008.2,1006.5,6,7,29.9,26.8,"No","Yes"
"150905",2010-04-03,23.9,33,2,6.7,"S",54,"W","W",19,24,77,65,1008.8,1006.2,6,7,29.9,30.5,"Yes","Yes"
"150906",2010-04-04,24.8,32.9,5.4,6.4,"W",44,"WSW","W",17,26,73,68,1009,1005.7,7,7,30.6,29.1,"Yes","No"
"150907",2010-04-05,27.9,33.7,7,8.4,"WNW",35,"SW","WSW",17,17,79,57,1008,1004.7,4,6,30.4,30.8,"No","Yes"
"150908",2010-04-06,23.5,30.9,NA,2.5,"NNW",26,"WSW","NW",9,9,96,73,1009.4,1006.7,8,7,23.8,29.8,"Yes","No"
"150909",2010-04-07,23.8,32.5,2.6,3.5,"SSW",31,"ENE","NNW",9,17,83,71,1010.1,1007.8,7,7,27.5,30.9,"No","Yes"
"150910",2010-04-08,25.2,32.1,5.6,4.8,"E",39,"E","ENE",17,26,94,67,1011.8,1008.3,6,7,26.4,31.7,"Yes","Yes"
"150911",2010-04-09,25.7,32.7,2,9.1,"NE",31,"NE","NNE",15,22,80,56,1011.1,1006.9,5,6,29.3,31.9,"Yes","No"
"150912",2010-04-10,24.7,33.1,6.8,6.6,"N",30,"E","NE",13,11,82,62,1009.9,1006.5,7,7,27.6,31.7,"No","Yes"
"150913",2010-04-11,25,31.3,3.4,4,"NNW",26,"E","NNE",9,13,80,76,1010.1,1006.7,4,6,29,30.5,"Yes","Yes"
"150914",2010-04-12,24.6,32.5,1.8,8.4,"E",48,"E","NNW",39,19,94,63,1010.7,1006.5,7,7,24.6,31.7,"Yes","Yes"
"150915",2010-04-13,24.2,32.9,5.8,6.8,"SE",46,"ESE","NNW",15,19,82,68,1012,1008.9,7,7,29,30.7,"Yes","No"
"150916",2010-04-14,25.2,31.9,4.8,8.6,"ENE",31,"ESE","N",19,4,78,74,1011,1008.3,6,7,27.9,29.3,"No","Yes"
"150917",2010-04-15,23.9,30.1,5,2,"SE",33,"ESE","ENE",17,13,94,69,1011.8,1008.6,7,7,24.9,29.7,"Yes","No"
"150918",2010-04-16,24.8,33.6,3,10.5,"ENE",35,"E","ENE",17,20,78,60,1010.7,1007.4,3,6,28.5,31.7,"No","No"
"150919",2010-04-17,24.9,30,6,1.5,"E",35,"ENE","NE",17,19,84,73,1010.8,1008.3,7,7,27.4,29.6,"No","Yes"
"150920",2010-04-18,24.1,31.7,4,9.4,"E",46,"E","ENE",22,22,83,61,1011.2,1007.8,7,7,26.2,30.4,"Yes","Yes"
"150921",2010-04-19,23.9,32.4,4.4,8.9,"E",39,"SE","E",19,17,84,53,1009.9,1006.6,7,7,26.7,31.7,"Yes","No"
"150922",2010-04-20,25.6,32.5,5,6.3,"E",37,"ESE","E",15,20,74,47,1009.8,1006.3,7,7,28.2,31.8,"No","No"
"150923",2010-04-21,24.4,33.1,5.4,9.6,"N",26,"SSE","NNW",13,17,81,58,1010.4,1007.5,7,7,27.3,31.7,"No","No"
"150924",2010-04-22,24.8,34,4.8,11.1,"N",26,"S","SSW",11,6,80,48,1012.5,1008.7,4,6,28.8,32.8,"No","No"
"150925",2010-04-23,24.7,33.4,6,10,"N",24,"ENE","N",11,15,77,57,1013,1008.5,1,4,29.9,33,"No","No"
"150926",2010-04-24,26,33.9,4.8,11.1,"WNW",31,"S","NW",15,17,76,64,1012.3,1008.4,1,3,28.9,31.1,"No","No"
"150927",2010-04-25,23.9,33,5.2,7.1,"WSW",35,"SSE","NNW",4,15,72,69,1012.2,1008.6,1,7,29.5,29.5,"No","Yes"
"150928",2010-04-26,23.7,32.1,4.8,10.5,"ESE",35,"E","E",13,28,74,71,1013.6,1011.2,2,6,27.7,27.5,"Yes","No"
"150929",2010-04-27,24,33.3,5.4,11.2,"NNE",37,"ESE","NE",19,22,78,41,1014.5,1010.8,1,5,26.9,32.9,"No","No"
"150930",2010-04-28,24.5,29.7,6.2,2.4,"E",37,"E","NE",20,17,85,73,1014.8,1012.1,7,7,26.2,28.4,"No","Yes"
"150931",2010-04-29,25.3,32.2,1.4,8.3,"E",43,"ESE","E",24,22,77,55,1014.4,1011.8,7,7,26.3,31.9,"Yes","No"
"150932",2010-04-30,24.8,33.2,8.2,7.4,"E",48,"ESE","E",20,20,63,40,1014.8,1012.5,7,7,27.3,32.7,"No","No"
"150933",2010-05-01,23.8,33.5,6.6,11.4,"ESE",41,"ESE","E",17,26,58,42,1014.4,1011.1,7,5,27.9,33,"No","No"
"150934",2010-05-02,25.5,33.5,6,11,"ENE",41,"ESE","E",20,24,65,49,1013.1,1009.8,3,3,28.3,33,"No","No"
"150935",2010-05-03,24.9,33.2,7.2,8,"E",48,"ESE","E",31,22,66,55,1011.9,1008.6,4,7,27.9,32.2,"No","No"
"150936",2010-05-04,25,33.6,8,9.6,"E",48,"ESE","E",20,30,60,51,1011.9,1008.3,7,7,28.4,32.4,"No","No"
"150937",2010-05-05,25.5,33.9,6.6,11.2,"ESE",59,"SE","E",26,31,68,43,1011,1007.7,2,4,28,33.3,"No","No"
"150938",2010-05-06,24.3,33.9,7.8,11.3,"E",57,"ESE","E",24,30,59,30,1011.7,1008.8,6,5,28.2,33.6,"No","No"
"150939",2010-05-07,22.9,32.1,9.6,8.9,"ESE",48,"SE","E",22,28,57,39,1011.8,1007.8,6,7,26.1,31.6,"No","No"
"150940",2010-05-08,22,31.2,7.6,7.8,"E",52,"ESE","E",19,22,66,43,1010.6,1007.3,7,5,23.6,30.4,"No","No"
"150941",2010-05-09,21.6,32,6.4,10.5,"E",43,"ESE","ENE",28,20,57,43,1009.8,1006.1,3,4,25.7,31.3,"No","No"
"150942",2010-05-10,22.4,31,5.8,7,"E",28,"SE","E",17,13,67,52,1009.5,1007.3,7,7,26.5,29.7,"No","No"
"150943",2010-05-11,23,33.2,5.4,10.1,"E",37,"ESE","ENE",19,19,65,45,1010.3,1007.3,5,4,27.1,31.5,"No","No"
"150944",2010-05-12,24,31.8,6.8,4.5,"ESE",35,"E","E",19,17,58,45,1011,1008.7,7,7,26.9,30.8,"No","No"
"150945",2010-05-13,23.9,33.2,4.2,9.9,"E",44,"ESE","E",24,20,48,36,1011.1,1007.2,6,3,27.3,32.3,"No","No"
"150946",2010-05-14,24.3,33.1,7.6,7.4,"ENE",44,"ESE","NE",24,17,65,52,1009.8,1006.8,3,4,28.2,31.5,"No","No"
"150947",2010-05-15,25.2,33.3,4.4,9.3,"NNE",39,"E","NE",24,30,77,47,1008.8,1006.2,3,6,27.9,32.9,"No","No"
"150948",2010-05-16,25.5,32.3,7.2,4.2,"E",39,"ENE","NE",26,22,76,56,1009.5,1007.6,7,7,29,31.3,"No","Yes"
"150949",2010-05-17,26.1,32.2,4.4,0.8,"ENE",37,"E","NE",9,19,93,60,1011.3,1009,7,7,26.3,30.2,"Yes","No"
"150950",2010-05-18,25.1,30.8,3.2,1.8,"NE",30,"SSE","NE",17,24,83,91,1011.8,1009.4,7,7,27,26.4,"No","Yes"
"150951",2010-05-19,24.8,32,3,10,"E",35,"E","NE",26,26,78,55,1012.1,1009.1,6,5,26.9,31.2,"Yes","Yes"
"150952",2010-05-20,25.5,31.3,5.6,2.5,"NE",30,"ESE","NE",13,17,88,70,1011.7,1009.5,7,7,27.1,29.9,"Yes","Yes"
"150953",2010-05-21,24.2,30.7,2.8,3.8,"N",37,"ENE","NE",15,15,88,91,1012.9,1009.3,7,7,25.9,26.4,"Yes","Yes"
"150954",2010-05-22,24.7,32.5,1.6,6.6,"N",31,"E","NNE",11,17,78,63,1011.8,1007.7,5,6,28.3,31.7,"Yes","Yes"
"150955",2010-05-23,24.8,31.6,5.6,9.7,"NE",28,"SE","NNW",9,17,82,72,1012.1,1008.6,4,6,27.9,30.2,"Yes","No"
"150956",2010-05-24,25.3,33.3,3.2,10.9,"NNE",33,"E","NNE",13,24,85,63,1012.6,1008.5,7,5,27.7,32.1,"No","No"
"150957",2010-05-25,24.2,32.5,5.6,10.3,"N",28,"SSE","NNW",9,17,85,65,1012.8,1009.1,4,6,27.4,30.3,"No","No"
"150958",2010-05-26,24.3,32.2,4.8,8.2,"NW",30,"SE","NNW",13,19,74,72,1012.3,1008.6,1,3,28.6,30.1,"No","Yes"
"150959",2010-05-27,24.4,31.2,4,6.7,"NE",37,"NE","NNE",15,9,94,67,1013.1,1009.9,6,6,25.1,29.5,"Yes","No"
"150960",2010-05-28,24.4,31.9,4.2,7.8,"N",35,"E","NNW",7,19,77,87,1013.5,1010.8,7,6,28.5,27.7,"No","Yes"
"150961",2010-05-29,24.7,32.6,5.8,7.1,"E",28,"ESE","WNW",17,15,81,71,1013.8,1010.4,6,7,26.9,30.1,"Yes","No"
"150962",2010-05-30,24.5,31.9,2.8,7.5,"ESE",39,"ESE","ENE",24,20,76,56,1014.1,1010.7,3,7,27.3,30.9,"No","No"
"150963",2010-05-31,22,30.1,6.4,11.2,"E",39,"E","E",28,15,55,46,1014.4,1011,3,2,24.1,29.8,"No","No"
"150964",2010-06-01,20.7,30.5,6.6,11,"E",31,"ESE","WSW",24,9,52,46,1014,1010.7,5,5,23.2,29.5,"No","No"
"150965",2010-06-02,20.9,31.4,5.2,10.6,"E",35,"E","SE",19,20,45,26,1014.2,1011.6,1,0,24.6,30.9,"No","No"
"150966",2010-06-03,19.4,29.7,7.6,10.7,"SE",39,"SE","SSE",22,22,50,25,1016.2,1013.2,1,1,22.6,29.5,"No","No"
"150967",2010-06-04,17,27.9,8.6,9.3,"ESE",37,"SE","SE",20,15,50,22,1016.4,1012.8,7,5,18.7,27.6,"No","No"
"150968",2010-06-05,16,28.9,5.8,11.2,"ESE",41,"SE","E",17,17,50,22,1014.7,1010.7,3,1,20.3,28,"No","No"
"150969",2010-06-06,18.4,29,5.4,10.8,"ESE",41,"ESE","ESE",15,17,53,29,1015.4,1010.8,5,7,21.9,27.9,"No","No"
"150970",2010-06-07,17.9,29.3,6,10.8,"E",37,"E","SE",22,13,59,42,1016.2,1011.8,5,5,22.5,28.7,"No","No"
"150971",2010-06-08,19.3,30.5,6,11.1,"ESE",35,"E","NW",28,20,60,40,1015.2,1010.9,3,3,23,29.6,"No","No"
"150972",2010-06-09,20.4,31.2,4.4,10.9,"ESE",39,"SE","ENE",17,15,64,42,1014.3,1010.7,1,3,23.5,30.5,"No","No"
"150973",2010-06-10,20.2,30.5,6.6,11,"E",48,"E","ESE",26,15,52,39,1014.3,1011.4,3,1,23.8,29.6,"No","No"
"150974",2010-06-11,19.3,29.9,9.2,11,"ESE",43,"ESE","E",26,17,44,37,1015.9,1012.1,1,1,23.2,29.1,"No","No"
"150975",2010-06-12,19,31.4,5.8,11,"ESE",39,"SE","E",22,13,48,39,1015.3,1011.5,7,4,22.2,30.3,"No","No"
"150976",2010-06-13,19.2,30.1,6.6,10.5,"ESE",39,"SE","ENE",24,11,48,33,1015.3,1013.2,6,5,22,29.1,"No","No"
"150977",2010-06-14,19.1,31.1,6.8,10.4,"ESE",39,"SE","ENE",22,17,41,39,1015.5,1013,4,3,22.4,29.5,"No","No"
"150978",2010-06-15,20.4,30.5,5,11,"ESE",44,"SE","E",26,9,42,36,1014.7,1011.2,1,1,23.6,29.8,"No","No"
"150979",2010-06-16,20.3,31.1,6.4,11.1,"E",39,"E","E",20,17,49,39,1014.9,1012,2,3,24,29.8,"No","No"
"150980",2010-06-17,18.2,31.7,5.4,10.6,"ENE",39,"E","E",13,26,66,39,1015.1,1011.6,1,1,24.1,30.7,"No","No"
"150981",2010-06-18,21.8,33,7,10.9,"ESE",35,"E","ENE",19,11,57,28,1015.5,1011.7,1,0,25.7,31.8,"No","No"
"150982",2010-06-19,20.4,31.7,6.2,11,"ENE",46,"ESE","E",20,26,47,35,1015.6,1011.7,0,2,24.3,30.2,"No","No"
"150983",2010-06-20,22.2,30.7,7.8,10,"SE",48,"SE","SE",30,24,45,26,1016.5,1012.3,1,0,23.6,29.6,"No","No"
"150984",2010-06-21,19.3,31,8.8,10.9,"E",44,"SE","ESE",19,20,58,40,1017,1012.9,1,5,22.5,29.7,"No","No"
"150985",2010-06-22,21.7,31.5,7.6,11,"E",56,"E","ESE",31,24,52,25,1016.2,1012.3,7,7,24.3,30.9,"No","No"
"150986",2010-06-23,21,32.8,7.4,8.4,"ESE",41,"SE","ESE",24,24,62,41,1015.5,1011.4,6,5,23.6,32.1,"No","No"
"150987",2010-06-24,22.8,33.2,5,10.7,"E",52,"SE","E",20,20,55,40,1013.3,1009.8,4,4,25.9,32.4,"No","No"
"150988",2010-06-25,22.5,32.5,7.6,10.6,"E",41,"E","ESE",24,22,64,48,1012.5,1009.9,2,3,26.4,30.3,"No","No"
"150989",2010-06-26,21.7,33.2,6.4,11.1,"E",43,"SE","ENE",19,20,67,33,1014.1,1010.5,1,2,25.5,32.2,"No","No"
"150990",2010-06-27,20.8,32.6,7.4,9.6,"ESE",50,"SE","ESE",17,19,45,34,1013,1010.4,1,3,25,31.5,"No","No"
"150991",2010-06-28,21.5,32.6,8,8.9,"ESE",43,"SE","ESE",20,15,48,34,1012.1,1009.9,6,6,24.4,32,"No","No"
"150992",2010-06-29,22.2,32.8,6,10.8,"E",43,"ESE","E",30,28,48,38,1013.1,1010.4,6,6,26.3,31.9,"No","No"
"150993",2010-06-30,22.2,32,7,7.8,"E",41,"E","E",22,24,59,43,1014.6,1010.4,4,7,25.4,30.7,"No","No"
"150994",2010-07-01,24.5,33,6.4,8.1,"E",48,"E","E",28,26,50,35,1014.3,1010.1,2,5,26,31.9,"No","No"
"150995",2010-07-02,21.9,31.9,7.8,10,"SE",44,"SE","E",28,30,26,27,1015.5,1011.9,5,3,23,31.1,"No","No"
"150996",2010-07-03,20.5,31.7,10.2,9.8,"E",44,"SE","E",26,28,37,36,1015.6,1011.7,2,0,22.3,31.6,"No","No"
"150997",2010-07-04,21.7,32.6,7,10.3,"E",48,"SE","NE",24,22,49,42,1014.1,1010.3,1,4,24.4,32,"No","No"
"150998",2010-07-05,23.3,29.9,7,1.1,"ENE",35,"S","ENE",11,19,69,63,1012.4,1009.5,7,7,26.4,29.1,"No","No"
"150999",2010-07-06,23.5,31.8,2.6,6.4,"SE",48,"SE","NNE",13,17,83,54,1012.7,1010,7,7,24.8,30.6,"No","No"
"151000",2010-07-07,21,31.7,8.2,10.8,"SE",56,"ESE","NE",30,15,50,46,1014.9,1010.9,5,5,23.6,31.2,"No","No"
"151001",2010-07-08,22.8,32,5.4,10.2,"E",41,"E","NNE",22,15,58,45,1013.8,1010.8,7,7,24.9,31,"No","No"
"151002",2010-07-09,22.5,32.3,7,10.8,"E",43,"ESE","NNE",20,24,63,40,1014.8,1011.3,2,4,25.2,31.6,"No","No"
"151003",2010-07-10,21.9,33.2,5.2,10.8,"ENE",37,"ESE","E",20,13,72,39,1015.2,1011.7,2,2,25.1,31.7,"No","No"
"151004",2010-07-11,21.5,33.2,7.2,11.1,"E",39,"E","E",17,19,71,30,1015.6,1011.8,1,1,25.6,32.4,"No","No"
"151005",2010-07-12,20.4,32.4,5.8,10.8,"E",39,"ESE","E",11,20,68,36,1014.4,1010.5,2,4,25.7,31.2,"No","No"
"151006",2010-07-13,21.6,30.5,7,9.3,"NNW",37,"ESE","NNW",17,20,77,51,1014.1,1010.4,1,4,25.4,29.4,"No","No"
"151007",2010-07-14,19.8,33.5,5.2,11,"E",54,"E","E",24,28,69,32,1013.9,1009.8,1,1,25.2,32.6,"No","No"
"151008",2010-07-15,21.1,31.3,8,7.9,"ESE",54,"ESE","ESE",20,31,55,38,1013.9,1010.5,5,4,24.4,30.6,"No","No"
"151009",2010-07-16,22.6,31.5,10.6,11.2,"E",52,"E","E",30,20,58,35,1014.2,1011.1,2,2,24.8,30.5,"No","No"
"151010",2010-07-17,22,32.7,7.8,10.7,"E",50,"E","E",28,20,53,33,1015,1010.9,1,1,25.1,31.2,"No","No"
"151011",2010-07-18,21.2,32.7,7.2,11.1,"E",39,"E","NE",20,20,53,36,1014.8,1011.2,0,1,24.8,31.8,"No","No"
"151012",2010-07-19,20.3,33.1,6.4,11.1,"E",39,"SW","ESE",13,13,68,30,1014.2,1010.4,1,1,24.5,32,"No","No"
"151013",2010-07-20,21.4,32.1,6,10.1,"ESE",48,"ESE","ENE",22,19,55,34,1014.4,1011.1,6,7,25,31.1,"No","No"
"151014",2010-07-21,19.9,31.8,9,10.4,"ESE",46,"SE","S",20,13,42,29,1014.3,1010.3,7,7,22.6,30.5,"No","No"
"151015",2010-07-22,19.7,32.5,7.8,9.7,"SE",35,"SSE","WNW",24,13,31,26,1014.5,1010.4,3,2,22.3,31.3,"No","No"
"151016",2010-07-23,22.2,32.7,8.2,10.9,"E",44,"SE","ENE",22,24,39,35,1013.4,1009.7,2,7,25,32.3,"No","No"
"151017",2010-07-24,24.8,33.5,7.4,7.7,"E",50,"E","E",33,31,53,38,1013.6,1009.5,7,4,27.7,32.9,"No","No"
"151018",2010-07-25,25.8,34.2,9.4,9.7,"E",61,"ESE","E",26,28,52,37,1012.9,1009.2,6,3,27.3,33.6,"No","No"
"151019",2010-07-26,26.6,34.7,10.4,8.7,"E",50,"ESE","ESE",22,30,53,38,1014.5,1010.5,7,2,27.1,33.4,"No","No"
"151020",2010-07-27,25.2,34.2,9.8,9.4,"E",52,"ESE","ENE",22,30,63,40,1015,1010.8,5,3,26.5,32.8,"No","No"
"151021",2010-07-28,23.3,34.3,7.2,10.7,"ENE",44,"ESE","NE",24,28,63,34,1014.2,1010.3,3,1,27.5,33.5,"No","No"
"151022",2010-07-29,21.5,33.3,7.6,11.1,"ESE",37,"E","WNW",17,28,70,49,1013.9,1009.6,4,2,26.1,32.1,"No","No"
"151023",2010-07-30,22.8,33.6,7,10.1,"NNW",31,"SSE","NNW",13,20,75,52,1014,1011.2,5,7,26.4,31.5,"No","No"
"151024",2010-07-31,24.2,33.8,5.8,8.9,"E",35,"SE","NW",11,20,66,59,1014.9,1010.9,3,3,28.1,30.7,"No","No"
"151025",2010-08-01,24.6,34.3,5.2,8.7,"E",57,"ESE","E",28,33,59,37,1015,1011.2,5,7,27.7,33,"No","No"
"151026",2010-08-02,24.7,32.3,10.2,8.8,"ESE",57,"SE","SE",24,30,42,26,1017.1,1011.8,6,6,25.2,30.5,"No","No"
"151027",2010-08-03,22.3,30.6,9.8,3.4,"ESE",50,"SE","SE",26,22,29,26,1015.2,1011,6,7,24.6,29.9,"No","No"
"151028",2010-08-04,21.5,30.6,9.4,9.2,"SE",41,"SE","ESE",19,13,24,21,1014.1,1010.5,7,4,23.5,29.3,"No","No"
"151029",2010-08-05,18.3,32.4,7.8,11,"ESE",43,"SE","SSW",22,15,29,22,1014.9,1010.8,4,1,22.1,30.9,"No","No"
"151030",2010-08-06,19.2,32.9,7.8,11.2,"ESE",50,"SE","S",20,13,31,19,1015.6,1011.2,3,7,23.6,31.4,"No","No"
"151031",2010-08-07,18.8,32.2,7.8,11,"ESE",41,"SE","NW",20,22,31,15,1015.5,1011,2,7,22.8,31.5,"No","No"
"151032",2010-08-08,17.9,32.5,7.2,10.1,"E",35,"SE","NNW",15,20,38,42,1013,1009.6,5,6,23.9,30.6,"No","No"
"151033",2010-08-09,18.4,32.9,5.8,10.1,"N",33,"SE","NNW",11,19,64,36,1012.2,1009.8,7,3,23.9,29.9,"No","No"
"151034",2010-08-10,18.4,33.8,7,11.1,"ESE",48,"SE","ESE",19,9,40,15,1013.9,1011.2,1,1,24.8,33.2,"No","No"
"151035",2010-08-11,20.4,33.3,8.2,11.1,"E",39,"SE","SE",24,20,26,26,1015.9,1011.6,1,0,25.1,31.8,"No","No"
"151036",2010-08-12,20,31.9,8.4,11.3,"ESE",39,"ESE","SSE",24,15,27,17,1016.8,1012.4,0,1,24.1,30.7,"No","No"
"151037",2010-08-13,18,31.2,9.6,11.2,"N",30,"SE","NW",20,19,30,37,1014.7,1010.7,6,1,21.7,28.9,"No","No"
"151038",2010-08-14,17.9,30.3,5.8,11.1,"NNW",33,"S","NNW",7,19,70,45,1014,1010.8,1,1,24.3,28.7,"No","No"
"151039",2010-08-15,19.1,31.3,5.8,11,"NNW",31,"SSW","NNW",6,24,74,61,1014.3,1011.2,1,1,25.9,29,"No","No"
"151040",2010-08-16,20.2,33.3,4.8,11.1,"ESE",39,"NE","NNW",17,17,73,49,1013.9,1010.2,2,0,26.3,30.6,"No","No"
"151041",2010-08-17,21.9,33,8.4,11.2,"NNE",41,"SE","NNE",11,24,73,29,1012.2,1008.8,1,2,25.5,32.7,"No","No"
"151042",2010-08-18,21.2,31.9,6.4,10.3,"NW",30,"S","NW",13,20,83,54,1013.4,1009.7,7,2,24.8,30.7,"No","No"
"151043",2010-08-19,22.6,32.4,5,10.1,"N",33,"ESE","NNW",11,24,67,63,1013.3,1009.8,1,6,27.8,30.6,"No","No"
"151044",2010-08-20,23.5,32,4.8,9,"N",35,"SW","N",6,22,70,56,1012.3,1008.9,1,4,28.4,30.8,"No","No"
"151045",2010-08-21,23.2,33.9,4.8,11,"NE",50,"NNE","NE",4,35,72,45,1011.8,1008.9,1,1,28.1,31.8,"No","No"
"151046",2010-08-22,23.1,33.3,8,9.7,"E",41,"ENE","ENE",15,30,74,49,1012.6,1008.8,3,6,27.4,31.1,"No","No"
"151047",2010-08-23,24.8,33.8,7,10.5,"ENE",48,"E","NE",26,28,65,39,1013.7,1009.3,2,1,27.3,32.2,"No","No"
"151048",2010-08-24,22.6,33.6,7.8,11.1,"WNW",37,"E","W",20,24,66,42,1014,1010.5,3,2,26.6,31.8,"No","No"
"151049",2010-08-25,22.5,31.8,6.2,11,"WNW",41,"S","WNW",9,31,71,53,1013.6,1009.9,1,1,27.1,31,"No","No"
"151050",2010-08-26,23,33,6.4,11,"NW",35,"SSW","WNW",6,30,79,61,1012.6,1009.4,4,1,27.5,30.9,"No","No"
"151051",2010-08-27,24.5,32.9,8.6,9.9,"E",41,"N","E",9,28,75,64,1013,1010.7,4,6,27.7,29.2,"No","No"
"151052",2010-08-28,23.7,33.9,6,11,"N",35,"E","N",22,22,60,43,1014.7,1011,4,1,27,31.6,"No","No"
"151053",2010-08-29,23.4,34.7,7,11.3,"ESE",41,"E","NW",17,24,62,30,1015.8,1011.6,1,0,27.9,33.4,"No","No"
"151054",2010-08-30,21.7,34.8,9,11.4,"E",48,"ESE","NNW",28,26,33,27,1014,1010.2,1,0,27.1,32.3,"No","No"
